sess,Type,lr,bsize,DS,lossFunc,emb_dim,weight_Decay,loss,X_nRMSE,Y_nRMSE,Z_nRMSE
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.06112222373485565,14.999967575073242,70.65557098388672,55.86964416503906
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.06592868268489838,16.336610794067383,84.48895263671875,60.10018539428711
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.05889446288347244,14.189560890197754,78.23374938964844,54.39326095581055
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.05880618840456009,14.76860237121582,80.10250091552734,54.5216064453125
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.05767817795276642,14.419503211975098,78.92432403564453,53.45978546142578
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.061394453048706055,13.103133201599121,96.80221557617188,45.524967193603516
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.049471255391836166,12.632661819458008,59.048580169677734,57.810977935791016
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.05888451635837555,16.658212661743164,71.1923599243164,58.3160400390625
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.06297321617603302,16.940092086791992,62.44639587402344,60.90876007080078
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.05669485405087471,16.881607055664062,57.98819351196289,47.42430877685547
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.0610974058508873,15.412185668945312,69.9738998413086,54.77070617675781
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.06372647732496262,15.849286079406738,88.98113250732422,55.04588317871094
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.05816271901130676,14.66952133178711,79.00602722167969,52.3659553527832
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.05494977533817291,14.242098808288574,71.85150146484375,51.00838851928711
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.05829458683729172,14.805220603942871,80.16009521484375,52.92924118041992
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.060206275433301926,13.078289031982422,86.33699035644531,51.58812713623047
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.05991015210747719,15.2854585647583,75.22310638427734,65.9906005859375
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.06391378492116928,16.906713485717773,73.63362121582031,61.13191604614258
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.06296584010124207,15.747105598449707,80.7750015258789,58.09130096435547
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.05716950073838234,17.411043167114258,52.45153045654297,48.56666946411133
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.05885572358965874,14.829790115356445,68.24809265136719,52.74188995361328
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.0626390352845192,15.500555992126465,86.16641998291016,54.07511520385742
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.0560966357588768,14.238774299621582,73.72930145263672,50.96561813354492
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.05817386135458946,14.541945457458496,86.21452331542969,51.727561950683594
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.05645217001438141,14.506823539733887,74.80204010009766,52.22557830810547
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.05907760187983513,11.913585662841797,99.25084686279297,42.46504592895508
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.04720263555645943,13.514363288879395,56.21858215332031,52.35039520263672
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.06749856472015381,17.19381332397461,99.48714447021484,65.56609344482422
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.061056531965732574,16.585237503051758,68.63455963134766,59.293540954589844
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.05626794695854187,17.178375244140625,48.72404861450195,49.384254455566406
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.06413457542657852,15.485695838928223,78.41133880615234,56.58627700805664
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.05790233984589577,14.897804260253906,75.08263397216797,51.14485168457031
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.057322122156620026,14.626643180847168,72.24357604980469,53.905364990234375
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.05813787877559662,14.468935012817383,82.48442077636719,53.1617431640625
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.05995061621069908,15.027861595153809,80.60572052001953,55.5200309753418
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.05812317878007889,12.366209983825684,87.82633209228516,46.180137634277344
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.04548775032162666,13.040688514709473,65.42466735839844,46.53398132324219
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.06018354743719101,16.70433235168457,65.60903930664062,61.12192153930664
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.05909566581249237,15.7426118850708,70.05590057373047,54.81499481201172
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.06621399521827698,14.19409465789795,79.00909423828125,55.50325012207031
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.06079540029168129,15.499411582946777,69.31979370117188,54.458168029785156
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.059486448764801025,15.231465339660645,79.54865264892578,52.54750442504883
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.05581234395503998,14.279295921325684,70.10977172851562,52.706077575683594
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.07371841371059418,15.70659065246582,118.30400848388672,66.04087829589844
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.06350646167993546,15.461946487426758,88.97920989990234,58.06011199951172
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.0616450309753418,12.612911224365234,103.52085876464844,43.14365768432617
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.05785742774605751,14.510318756103516,64.79621887207031,68.39227294921875
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.060087740421295166,16.612525939941406,76.48323059082031,60.02698516845703
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.062461331486701965,16.11491584777832,73.62586975097656,58.532108306884766
test,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.06338635832071304,21.126312255859375,58.191837310791016,51.48191452026367
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.061590295284986496,15.605558395385742,69.1550521850586,55.94462203979492
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.0639781728386879,15.598824501037598,82.60468292236328,57.73877716064453
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.0548248328268528,14.156982421875,71.17179107666016,50.21500015258789
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.05584952235221863,14.4031982421875,75.44692993164062,51.82526397705078
train,angle,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.056904226541519165,14.311969757080078,79.54678344726562,51.644981384277344
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.0301629900932312,18.05520248413086,24.522932052612305,30.7132568359375
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.02755044959485531,15.796260833740234,16.515954971313477,14.971972465515137
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.03186575695872307,17.61193084716797,28.06498146057129,17.753829956054688
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.033173397183418274,16.21114158630371,23.192760467529297,15.168211936950684
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.04126327484846115,14.614557266235352,18.822534561157227,15.821657180786133
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.031991761177778244,16.26248550415039,21.710500717163086,17.25029754638672
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.03263775631785393,16.49982452392578,23.45777702331543,20.08417320251465
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.031444404274225235,16.041244506835938,20.06478500366211,19.721078872680664
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.03094642423093319,16.11986541748047,21.925228118896484,19.79376220703125
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,10.0,0.001,0.035484787076711655,16.472396850585938,21.76020622253418,20.330652236938477
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.028393559157848358,17.063905715942383,22.475135803222656,25.472557067871094
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.02660546638071537,15.568525314331055,15.756896018981934,15.323143005371094
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.031058933585882187,17.121307373046875,26.69327735900879,17.344364166259766
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.03492630645632744,16.26486587524414,23.113954544067383,18.053926467895508
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.04130898043513298,14.147906303405762,19.870939254760742,15.08960247039795
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.032759834080934525,16.403228759765625,22.038288116455078,18.84699249267578
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.0326872393488884,16.488380432128906,23.11699676513672,20.124698638916016
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.031091105192899704,16.095233917236328,19.94778823852539,19.17009735107422
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.032635241746902466,16.558391571044922,22.304630279541016,22.221677780151367
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,20.0,0.001,0.035472627729177475,16.4077091217041,21.557998657226562,20.722171783447266
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.028712010011076927,17.47297477722168,23.960344314575195,26.814537048339844
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.02894851565361023,15.891748428344727,16.786209106445312,21.04267120361328
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.03215416893362999,18.32990264892578,28.27861976623535,18.141653060913086
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.03259780630469322,16.19270133972168,21.812814712524414,15.246077537536621
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.04316539317369461,15.764960289001465,18.86454200744629,16.387834548950195
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.03259957209229469,16.481531143188477,22.08641815185547,18.024410247802734
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.03306448087096214,16.63043785095215,23.075794219970703,21.09894561767578
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.03148223087191582,16.129873275756836,19.916223526000977,20.616111755371094
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.032125432044267654,16.641311645507812,22.18390655517578,21.649154663085938
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,30.0,0.001,0.03510855883359909,16.175071716308594,21.799285888671875,19.978546142578125
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.030993126332759857,20.052064895629883,21.87178611755371,30.53252601623535
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.026633968576788902,15.36697006225586,15.775045394897461,15.352716445922852
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.03209233283996582,17.73172950744629,28.790361404418945,17.37742042541504
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.036478441208601,16.108457565307617,24.643535614013672,20.69466781616211
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.045687656849622726,16.2642765045166,19.112459182739258,20.42242431640625
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.03191148117184639,16.127429962158203,21.97786521911621,17.582975387573242
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.03237956017255783,16.524372100830078,23.0705623626709,19.465606689453125
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.03130447119474411,15.899145126342773,20.092004776000977,19.91356086730957
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.031546372920274734,16.181427001953125,22.129426956176758,20.71441650390625
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,40.0,0.001,0.03537583723664284,16.41630744934082,21.59739112854004,20.623443603515625
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.03125133365392685,19.050277709960938,21.96625518798828,35.11069107055664
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.028765449300408363,16.164066314697266,16.698522567749023,17.737764358520508
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.03309645131230354,17.29816246032715,31.97945213317871,17.560527801513672
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.03470167890191078,16.970739364624023,21.97966194152832,16.667139053344727
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.04017799720168114,14.712738037109375,18.99479103088379,13.587984085083008
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.03318323194980621,16.12869644165039,21.71398162841797,20.040252685546875
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.03384405001997948,16.59966468811035,23.84494400024414,21.780197143554688
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.0314435213804245,16.080305099487305,20.06329345703125,19.821491241455078
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.033590130507946014,16.730398178100586,22.671092987060547,24.73923683166504
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,50.0,0.001,0.03506625071167946,16.23271942138672,21.764318466186523,19.868911743164062
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.028269067406654358,18.602893829345703,20.141010284423828,26.710655212402344
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.02906326949596405,15.62044906616211,16.88673210144043,18.112838745117188
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.033283304423093796,17.412691116333008,32.467063903808594,18.2963809967041
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.0336901992559433,16.265674591064453,21.752378463745117,16.69147491455078
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.0401754267513752,14.343802452087402,19.061792373657227,13.772156715393066
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.03181876614689827,16.289628982543945,21.720674514770508,17.321935653686523
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.03281012549996376,16.425064086914062,23.354433059692383,20.536041259765625
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.031659986823797226,16.22132110595703,20.06395149230957,20.517105102539062
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.030342314392328262,15.995444297790527,21.86261749267578,19.096176147460938
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,5.0,0.001,0.03510064631700516,16.376789093017578,21.735353469848633,19.555566787719727
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.029005596414208412,17.118467330932617,24.154062271118164,24.810699462890625
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.03008389286696911,16.55148696899414,17.043882369995117,20.525976181030273
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.035002242773771286,16.937973022460938,33.06747817993164,20.248537063598633
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.03441593796014786,17.017555236816406,21.885482788085938,18.610559463500977
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.039138734340667725,12.969983100891113,19.370361328125,16.72389793395996
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.035366374999284744,17.10420799255371,22.839933395385742,21.8024959564209
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.03268524259328842,16.453092575073242,23.09486198425293,19.933143615722656
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.03342491760849953,16.235435485839844,20.398475646972656,23.57186508178711
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.03125070780515671,16.19458770751953,21.54412078857422,20.77137565612793
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,60.0,0.001,0.03558843955397606,16.250194549560547,21.980022430419922,20.422597885131836
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.029649388045072556,17.32986068725586,23.35062599182129,30.573835372924805
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.02704055793583393,15.508255958557129,15.63305377960205,16.82625389099121
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.03189883753657341,17.30083465576172,28.67598533630371,18.636503219604492
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.03465094789862633,17.062210083007812,22.008363723754883,19.090927124023438
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.04464679956436157,15.854643821716309,19.064897537231445,18.79091453552246
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.03329160436987877,16.341562271118164,22.197349548339844,19.690692901611328
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.03276676684617996,16.5806941986084,23.297962188720703,19.97617530822754
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.031752701848745346,16.05679702758789,20.0833797454834,20.66992950439453
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.03214992210268974,16.327028274536133,22.292869567871094,21.269798278808594
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,70.0,0.001,0.036332182586193085,16.458003997802734,21.83907127380371,22.364013671875
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.030399195849895477,18.784101486206055,21.605998992919922,32.98438262939453
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.026637643575668335,15.693583488464355,16.556453704833984,14.976572036743164
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.03339797258377075,16.991044998168945,30.055139541625977,18.74706268310547
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.03538553789258003,16.06712532043457,26.199132919311523,17.07097816467285
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.04246088117361069,14.974821090698242,18.82147979736328,16.72747802734375
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.03285105526447296,16.457372665405273,22.312602996826172,19.043500900268555
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.032722461968660355,16.38330841064453,22.890445709228516,19.874181747436523
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.03169719874858856,16.058073043823242,20.759050369262695,20.377422332763672
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.032071683555841446,16.302513122558594,22.451404571533203,21.05412483215332
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,MAE,80.0,0.001,0.03690936416387558,16.47512435913086,22.386730194091797,23.056665420532227
