sess,Type,lr,bsize,DS,emb_dim,weight_Decay,loss,X_nRMSE,Y_nRMSE,Z_nRMSE
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.04712286591529846,17.93000030517578,21.290538787841797,16.16931915283203
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.02145298756659031,11.106558799743652,13.922966957092285,12.510708808898926
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.021319566294550896,10.646599769592285,14.559428215026855,13.72429370880127
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.021430687978863716,11.268451690673828,13.288966178894043,13.677111625671387
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.02030511572957039,11.098284721374512,13.692254066467285,13.056201934814453
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.0,0.022657157853245735,10.900420188903809,13.616656303405762,12.602008819580078
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.028718212619423866,17.301616668701172,21.75572967529297,26.455638885498047
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.028627345338463783,15.880142211914062,17.355785369873047,17.095895767211914
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.03208320587873459,17.219453811645508,30.805702209472656,16.474853515625
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.03372897952795029,16.536800384521484,22.410781860351562,15.554980278015137
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.04240373149514198,15.346524238586426,18.82477569580078,16.399518966674805
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.03316633403301239,16.409610748291016,22.179798126220703,19.084699630737305
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.03305944800376892,16.6713809967041,23.397682189941406,20.671140670776367
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.03072981908917427,15.938924789428711,19.714435577392578,19.24500846862793
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.03190143033862114,16.169933319091797,22.347244262695312,21.985700607299805
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,20.0,0.001,0.03486435115337372,16.11233139038086,21.725215911865234,19.833221435546875
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.035659488290548325,23.850475311279297,26.333459854125977,30.237323760986328
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.03309014067053795,18.404346466064453,22.601667404174805,16.842945098876953
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.03479212149977684,21.177656173706055,24.85247230529785,18.759628295898438
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.036615341901779175,19.365140914916992,22.088083267211914,21.02985954284668
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.04793313145637512,19.10492706298828,19.634824752807617,17.277048110961914
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.022180888801813126,11.375349998474121,14.624824523925781,13.01188850402832
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.021246038377285004,10.818887710571289,14.489486694335938,13.240962982177734
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.022061463445425034,11.701031684875488,13.664295196533203,13.618340492248535
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.020702535286545753,11.113218307495117,14.414358139038086,12.898540496826172
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.0,0.023223470896482468,11.088655471801758,13.886293411254883,13.122710227966309
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.027443574741482735,16.522836685180664,20.655832290649414,25.623031616210938
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.02913128025829792,16.666915893554688,15.798561096191406,18.526506423950195
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.03351890295743942,18.145986557006836,26.865991592407227,22.205772399902344
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.033157624304294586,16.41773796081543,21.538625717163086,15.528216361999512
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.04062051326036453,15.320718765258789,18.68386459350586,13.8171968460083
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.03226405009627342,16.3587589263916,21.587932586669922,18.048051834106445
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.033296968787908554,16.716049194335938,23.35725212097168,21.166427612304688
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.03211197629570961,16.222841262817383,20.225601196289062,20.740325927734375
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.032178621739149094,16.333499908447266,22.919111251831055,21.141189575195312
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,30.0,0.001,0.035330094397068024,16.361921310424805,21.628259658813477,20.117704391479492
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.03339264914393425,21.13865089416504,25.925647735595703,29.101856231689453
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.03414488211274147,18.51605796813965,23.796823501586914,17.807723999023438
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.03747047856450081,23.125123977661133,28.157930374145508,21.69519805908203
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.0357942096889019,19.789642333984375,21.128257751464844,19.194997787475586
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.04815312847495079,18.37083625793457,22.031627655029297,16.889631271362305
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.022244425490498543,11.479769706726074,14.685283660888672,12.485770225524902
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.02206376940011978,11.261534690856934,15.07466983795166,13.5226411819458
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.021935362368822098,11.617308616638184,13.54553508758545,13.848520278930664
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.020807761698961258,11.33074951171875,14.262675285339355,12.83419132232666
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.0,0.02313818596303463,11.018464088439941,13.834308624267578,12.88791561126709
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.027354728430509567,16.79751968383789,20.641996383666992,23.17997169494629
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.029911696910858154,15.949139595031738,19.286087036132812,19.320417404174805
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.031156839802861214,17.29064178466797,27.18149757385254,16.809907913208008
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.03491269424557686,16.744701385498047,20.70181655883789,20.846744537353516
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.03980698063969612,14.16288948059082,19.063840866088867,13.940927505493164
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.03233342245221138,16.14649772644043,21.832866668701172,17.908056259155273
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.033032868057489395,16.426252365112305,23.332651138305664,20.522947311401367
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.03195365145802498,16.043710708618164,20.25756072998047,21.17999839782715
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.033475618809461594,16.77052116394043,22.652742385864258,23.87242889404297
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,40.0,0.001,0.034999437630176544,16.440093994140625,21.552658081054688,19.668479919433594
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.03424704447388649,22.641998291015625,25.33483123779297,29.508119583129883
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.03245823085308075,18.43682861328125,21.13547706604004,16.351585388183594
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.03473542258143425,20.625778198242188,25.549419403076172,21.075702667236328
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.036012060940265656,19.753694534301758,22.088661193847656,19.124954223632812
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.04792746156454086,18.494638442993164,21.690980911254883,16.03849983215332
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.022966600954532623,12.139184951782227,15.0399169921875,13.19757080078125
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.02190917544066906,11.20173454284668,14.880270957946777,13.506481170654297
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.022737685590982437,12.407718658447266,14.109017372131348,14.369365692138672
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.021529613062739372,11.691130638122559,14.3817777633667,13.54030704498291
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.0,0.02368496172130108,11.19332504272461,14.900713920593262,12.826562881469727
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.029082799330353737,17.61065101623535,23.689821243286133,27.81526756286621
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.03502272069454193,18.909130096435547,19.29623031616211,24.357160568237305
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.03361281752586365,17.103469848632812,31.75285530090332,17.76437759399414
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.03404458239674568,16.587703704833984,22.22205924987793,17.750314712524414
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.04155714809894562,14.886433601379395,18.813365936279297,15.342852592468262
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.03335963189601898,16.330814361572266,22.30379867553711,19.974912643432617
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.03382059559226036,16.678354263305664,23.30181121826172,22.160568237304688
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.031611938029527664,15.999150276184082,19.864917755126953,20.34645652770996
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.03285970911383629,16.349071502685547,22.062288284301758,23.77542495727539
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,50.0,0.001,0.035003360360860825,16.297378540039062,22.251325607299805,19.2329158782959
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.03779260814189911,24.469043731689453,28.49393081665039,32.51652908325195
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.03481024503707886,19.541175842285156,22.97337532043457,19.196060180664062
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.03802521526813507,22.024442672729492,28.07513427734375,21.77915382385254
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.03539811819791794,18.986839294433594,22.221355438232422,19.56346893310547
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.048880238085985184,18.863258361816406,20.921510696411133,16.840084075927734
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.020699067041277885,10.782434463500977,13.102986335754395,11.884345054626465
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.020223470404744148,10.30472469329834,13.67273235321045,12.993635177612305
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.020434796810150146,11.03645133972168,12.44322395324707,12.627693176269531
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.020123429596424103,10.73768424987793,13.542037963867188,13.312652587890625
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.0,0.022291377186775208,10.920404434204102,13.349308013916016,12.330803871154785
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.03283856436610222,19.265132904052734,25.80425453186035,37.48228073120117
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.029386788606643677,15.656437873840332,16.19976234436035,19.14370346069336
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.031721331179142,17.285823822021484,29.93807029724121,16.55944061279297
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.03461670130491257,16.217302322387695,23.56536102294922,17.904911041259766
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.04114171862602234,15.018028259277344,18.713674545288086,15.04311466217041
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.034532781690359116,17.047170639038086,22.133953094482422,21.40370750427246
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.034571874886751175,16.69395637512207,23.17854881286621,24.390949249267578
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.031438689678907394,16.122194290161133,20.10024642944336,19.956144332885742
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.03105613775551319,16.012741088867188,21.924663543701172,20.074979782104492
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,5.0,0.001,0.034824665635824203,16.293067932128906,21.492507934570312,19.556100845336914
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.033976826816797256,21.510374069213867,27.081571578979492,28.327896118164062
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.032341018319129944,17.66489601135254,22.419879913330078,16.149324417114258
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.03407115861773491,20.600732803344727,24.283294677734375,20.311758041381836
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.035410791635513306,18.58604621887207,21.891258239746094,19.94658851623535
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.04860604554414749,19.674461364746094,19.748123168945312,17.98272705078125
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.023389792069792747,12.194493293762207,15.89864444732666,13.614862442016602
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.022335857152938843,11.40715217590332,15.267365455627441,13.57140064239502
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.023719793185591698,12.88011646270752,14.81489086151123,14.46275806427002
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.021160539239645004,11.496554374694824,14.271659851074219,13.331212997436523
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.0,0.024215467274188995,11.641837120056152,14.691533088684082,13.607433319091797
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.03132384642958641,18.93704605102539,22.094728469848633,38.89192199707031
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.027419589459896088,15.910411834716797,16.729202270507812,14.915650367736816
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.03361935541033745,17.596391677856445,32.32412338256836,18.181547164916992
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.033059343695640564,16.62140464782715,21.16671371459961,15.65814208984375
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.04048360139131546,13.883329391479492,19.28081703186035,15.44086742401123
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.03324170038104057,16.321508407592773,22.12187957763672,19.985877990722656
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.033363860100507736,16.695966720581055,23.964134216308594,20.48393440246582
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.03313830494880676,16.53363800048828,20.326400756835938,23.22597885131836
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.031880736351013184,16.034574508666992,22.16579246520996,22.28034782409668
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,60.0,0.001,0.03584570810198784,16.368440628051758,21.90627670288086,21.324684143066406
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.035760894417762756,22.436952590942383,26.848329544067383,31.02680778503418
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.03454439342021942,18.592416763305664,24.47844886779785,17.08994483947754
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.03177983686327934,17.74935531616211,24.10681915283203,18.821142196655273
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.03573611378669739,19.661672592163086,21.366859436035156,19.102941513061523
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.047679491341114044,17.739656448364258,22.274364471435547,16.342470169067383
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.023354792967438698,12.07677173614502,15.4923734664917,13.742681503295898
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.02223777212202549,11.285727500915527,15.710540771484375,13.845108985900879
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.024694453924894333,13.514800071716309,15.32752799987793,15.557624816894531
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.022239331156015396,11.934226036071777,15.055489540100098,13.695318222045898
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.0,0.02391374483704567,11.363965034484863,14.320842742919922,13.489102363586426
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.02881254069507122,17.24677848815918,22.682479858398438,28.078603744506836
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.033327795565128326,16.20644760131836,19.402883529663086,24.113977432250977
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.0343373566865921,17.61408805847168,31.18268585205078,19.98777198791504
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.033904626965522766,16.269834518432617,23.907028198242188,16.380189895629883
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.03993270546197891,14.427285194396973,18.66269874572754,14.760780334472656
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.03302646428346634,16.44980239868164,21.906723022460938,19.322311401367188
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.03464416787028313,16.748382568359375,23.529298782348633,22.92220687866211
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.032669052481651306,16.186542510986328,20.62710189819336,22.057952880859375
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.0324060283601284,16.36598014831543,21.682592391967773,22.739967346191406
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,70.0,0.001,0.034813880920410156,16.276134490966797,21.276498794555664,19.658048629760742
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.032815638929605484,20.699161529541016,25.45296287536621,27.15496253967285
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.03272153437137604,18.19147300720215,22.554658889770508,17.003761291503906
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.03468533605337143,20.84558868408203,24.154937744140625,19.3438663482666
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.03630020096898079,19.970687866210938,21.462472915649414,20.33955192565918
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.04910310357809067,18.2655086517334,23.390655517578125,16.37874412536621
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.023881645873188972,12.491739273071289,15.952492713928223,13.62580680847168
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.023500541225075722,12.033679962158203,15.91283893585205,14.832958221435547
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.023261914029717445,12.711686134338379,14.236115455627441,14.246183395385742
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.022117095068097115,11.908515930175781,14.897754669189453,14.017431259155273
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.0,0.024119600653648376,11.706140518188477,14.531896591186523,13.30586051940918
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.029243407770991325,19.056795120239258,24.154516220092773,26.157331466674805
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.0296095609664917,15.924368858337402,16.030406951904297,21.790359497070312
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.03485606983304024,18.386276245117188,26.664701461791992,24.824264526367188
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.03390112891793251,16.255125045776367,22.793560028076172,15.544608116149902
test,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.03953930363059044,14.089930534362793,18.9841251373291,13.872354507446289
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.032615773379802704,16.306550979614258,21.62516212463379,18.899539947509766
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.03325595334172249,16.428232192993164,24.543048858642578,20.583961486816406
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.0321272648870945,16.128482818603516,20.0855770111084,21.68463706970215
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.03116748295724392,16.19205665588379,22.220109939575195,19.930402755737305
train,moBWHT,0.001,128.0,IWALQQ_AE_4th,80.0,0.001,0.034788016229867935,16.226516723632812,21.693954467773438,19.539592742919922
test,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.06113962456583977,12.10495376586914,98.52951049804688,48.119441986083984
test,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.04608973115682602,12.636902809143066,66.14556121826172,48.77290344238281
test,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.05970088765025139,16.521085739135742,65.99020385742188,59.72963333129883
test,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.06369876861572266,17.09079933166504,63.02803039550781,60.68212890625
test,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.0600208155810833,18.8759708404541,58.26829528808594,50.65642166137695
train,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.05688587576150894,14.676811218261719,65.1290283203125,51.04045867919922
train,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.05741134285926819,14.909917831420898,75.9302749633789,50.88277053833008
train,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.05545753613114357,14.074106216430664,71.405517578125,51.709136962890625
train,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.05518672987818718,14.443970680236816,74.42689514160156,50.94058609008789
train,angle,0.001,128.0,IWALQQ_AE_4th,10.0,0.0005,0.05712409317493439,13.969511032104492,80.92909240722656,51.97983932495117
test,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.06238856539130211,12.790446281433105,102.01246643066406,46.81257247924805
test,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.05244183540344238,13.75094985961914,70.04295349121094,56.76544952392578
test,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.06231354549527168,17.04616928100586,82.40876770019531,61.194515228271484
test,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.061703458428382874,15.62333869934082,78.9925308227539,57.585716247558594
test,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.058297328650951385,18.287555694580078,49.878936767578125,50.947776794433594
train,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.05715799331665039,14.632682800292969,66.30079650878906,50.58736038208008
train,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.05809832364320755,15.07069206237793,74.9770736694336,52.669837951660156
train,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.05969654768705368,15.170150756835938,75.1036148071289,54.34759521484375
train,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.05755951255559921,14.323862075805664,80.8447036743164,52.97270965576172
train,angle,0.001,128.0,IWALQQ_AE_4th,20.0,0.0005,0.05550596863031387,14.134735107421875,72.57135009765625,52.520240783691406
test,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.06013976037502289,13.009954452514648,93.30841064453125,46.04765319824219
test,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.050580378621816635,13.862174987792969,59.37777328491211,56.760169982910156
test,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.06174116209149361,16.457969665527344,81.57424926757812,59.71171951293945
test,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.060070525854825974,16.032602310180664,61.93459701538086,57.489830017089844
test,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.06272184103727341,20.12742042541504,58.054073333740234,53.562129974365234
train,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.05766040459275246,14.765213966369629,65.9200210571289,52.057594299316406
train,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.05778704956173897,15.011948585510254,74.39984893798828,50.415828704833984
train,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.05499643832445145,14.136741638183594,71.04259490966797,50.01164245605469
train,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.05580984801054001,14.35939884185791,76.68260192871094,51.101505279541016
train,angle,0.001,128.0,IWALQQ_AE_4th,30.0,0.0005,0.055994149297475815,14.054985046386719,78.19113159179688,51.76987838745117
test,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.05919650197029114,12.098706245422363,96.7096939086914,43.44341278076172
test,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.046434130519628525,13.38192081451416,62.904300689697266,46.90425109863281
test,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.06057501956820488,16.5642147064209,78.4087142944336,58.567386627197266
test,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.06189802661538124,16.868236541748047,63.9397087097168,58.65993118286133
test,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.058613408356904984,17.10582733154297,52.04189682006836,50.908302307128906
train,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.05973666533827782,15.286197662353516,67.23180389404297,53.92900466918945
train,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.05754204839468002,15.032801628112793,73.1927261352539,51.49711990356445
train,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.055763691663742065,14.130082130432129,72.50231170654297,51.366905212402344
train,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.05377350375056267,13.94883918762207,72.93666076660156,49.575340270996094
train,angle,0.001,128.0,IWALQQ_AE_4th,40.0,0.0005,0.05494360998272896,14.06710147857666,73.85457611083984,51.279808044433594
test,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.0590926893055439,13.398554801940918,88.81090545654297,45.01961898803711
test,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.05457651615142822,15.03974723815918,92.0472640991211,48.2432975769043
test,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.06402478367090225,16.88509750366211,75.16775512695312,61.704288482666016
test,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.06230977922677994,16.84188461303711,72.69957733154297,57.628971099853516
